Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Animation, Adventure, Fantasy, Action, Family",ja,2019-07-12,6.7,battle;created;accepting,Pokémon: Mewtwo Strikes Back - Evolution
"Animation, Action, Adventure, Fantasy",ja,2021-07-30,7.0,organization;grand;magic,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon
"Science Fiction, Action, Adventure, Comedy",en,2014-08-07,5.9,mutated;protect;kingpin,Teenage Mutant Ninja Turtles
"Drama, Romance, Thriller",en,2015-02-11,5.9,sick;powerful;path,Fifty Shades of Grey
"Action",en,2021-11-15,6.6,underground;fighter;forces,Never Back Down: Revolt
"Animation, Family, Comedy, Fantasy",en,2021-01-15,8.1,best;din;teen,Wish Dragon
"Animation, Comedy, Family, Adventure",en,2002-03-10,7.3,ice;mammoth;–,Ice Age
"Action, Adventure, Comedy",en,2019-08-01,6.9,since;enhanced;outcast,Fast & Furious Presents: Hobbs & Shaw
"Animation, Comedy, Family",en,1999-10-30,7.6,owner;toys;obsessive,Toy Story 2
"Action",en,2021-08-18,6.8,bring;left;death,Sweet Girl
"Thriller",fr,2021-08-18,7.5,neighborhoods;northern;working,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,wild;small;moves,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,seal;international;wife,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,harry;walk;immortality,Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,control;freedom-fighting;lane,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,overcome;insecure;further,Nobody Sleeps in the Woods Tonight 2
"Action",en,2021-03-06,5.9,kill;call;hitman,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,asuka;horizon—one;evangelions,Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,bee;make;one-of-a-kind,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,alternate;coraline;instead,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,complicated;lieutenants;themselves,How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,caught;brokers;wolf,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,journalist;powers;newfound,Venom
"Action, Comedy",fr,2021-07-30,6.8,son;agent;met,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,adventure;lightning;international,Cars 2
"Documentary",en,2022-02-09,7.4,alleged;contributed;reveal,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,gourmet;would;finest,Ratatouille
"Animation",en,2021-12-02,7.2,christmas;tell;minnie,Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,king;vegeta;super,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,confront;allies;alternate,Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,cut;egyptian;idyllic,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,outbreak;heist;ultimate,Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,work;tries;10-year-old,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,peacefully;utopian;turn,Carriers
"Action, Drama",en,2016-08-01,7.0,free;fight;wife,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,doomed;world's;wilson,2012
"Romance",en,2021-07-06,3.3,sleeping;horrible;female,Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,drum;business;competition,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,lie;lantern;centuries,Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,peninsula;post-apocalyptic;team,Peninsula
"Comedy",en,2015-06-25,6.3,newlywed;couple;qualify,Ted 2
"Drama",ja,1985-01-15,5.9,neither;teacher;harrassment,High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,confront;grips;evil,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,wife;heists;series,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,alien;james;try,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,turner;dead;nothing,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,loses;sends;strangers,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,second;shoko;appearance,Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,kind;bunny;mischief,Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,battle;frieza;overlord,Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,she’s;equestria's;believes,My Little Pony: A New Generation
"Action",en,2021-01-08,6.3,brad;deadly;rescue,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,mom's;mission;thought,Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,both;match;–,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,daughter's;discovery;leads,The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,mercenary;guys;cable,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,closest;dom;seduces,The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,public;make;he's,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,katniss;reluctantly;everdeen,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,broly;place;space,Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,ed;work;powerful,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,highs;lows;trying,Sweet & Sour
"Drama",es,2021-11-12,4.0,futile;raft;built,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,no;training;given,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,magical;wizarding;arrives,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,infection;mindless;escaping,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,discover;spotlight;arts,Barbie: Big City, Big Dreams
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,discover;jam;fellow,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,murder;bouncer;furious,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,we;summer-loving;insightful,Once Upon a Snowman
"Crime",es,2021-10-08,6.9,chinatown;hold;city's,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,final;tournaments;evil,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,former;armed;daughter,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,role;grey;inextricable,Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,order;mankind;vicious,Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,keep;heart;ticker,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,fellowship;order;creator,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,huns;win;country,Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,mighty;learns;live,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,finally;sex;big,Sex and the City
"Thriller",en,2021-07-30,6.4,invaders;struggles;break,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,human;ursula;characters,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,multiple;sex;difficult,More the Merrier
"Horror",es,2021-05-05,6.2,carmen;house;hides,The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,outbreak;outbreak;pushes,Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,anna;reindeer;really,Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,things;uzumaki;ago,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,target's;chance;impossible,Inception
"Crime, Thriller",en,2021-02-27,8.1,imprisons;sara;18th,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,marry;tate;visa,The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,some;how;disappeared,Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,ultimate;royal;slipper,Cinderella
"Horror",es,2021-10-21,7.0,ritual;things;no,El amarre
"Comedy",en,2009-06-02,7.3,raucous;nasty;three,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,tour;world's;boy,Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,remaining;owen;prevent,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,looking;world’s;some,John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,until;opportunity;job,Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,reluctant;care;priority,Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,stay;move;bella,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,threat;tech;promising,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,violent;serving;prison,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,earth's;humans;mankind,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,relative;stop;things,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,bukater;jack;tickets,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,quiet;gandalf;quest,The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,raising;single;mother,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,parallel;soulmates;concept,Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,exposing;major;reacher,Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,predators;future;share,Jurassic World Dominion
"Crime",fi,2021-10-27,6.9,found;found;vote,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,heist;richard;unconventional,The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,quickly;sleep;safely,Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,anchor;show;comeback,Dhamaka
"Drama",en,1999-10-15,8.4,fight;insomniac;salesman,Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,curious;figure;idolizes,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,murders;realities;shocking,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,cultural;popular;latest,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,rare;worse;michael,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,likes;night;pedro,¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,hidden;hikers;mountain,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,mother;travels;disrupts,The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,returns;panther;using,Black Panther
"Animation, Drama",ja,2016-09-17,8.4,wiser;shouya;nishimiya,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,marlin;taken;jellyfish,Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,close;he's;bryan,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,dark;broken;forces,The Lord of the Rings: The Return of the King
"Horror",en,2003-05-21,6.2,picking;traumatized;psychopathic,The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,fulfill;old;vivo,Vivo
"Animation, Action",en,2020-10-13,7.2,same;1988;run,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,stop;quickly;personal,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,heroic;wife;insurance,The Incredibles
"Comedy",en,2021-03-04,6.6,discovers;dying;america,Coming 2 America
"Comedy",fr,2021-09-15,6.3,children;value;learn,Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,creates;cave;suit,Iron Man
"Thriller",en,2021-08-16,6.1,nazis;starts;meets,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,six;survive;games,Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,city;mr;robin,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,fuels;passion;creature,Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,isla;jurassic;originally,Jurassic World
"Documentary",en,2017-03-28,5.5,stigmas;entertainment;left,After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,brother-in-law;enishi;revenge,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,begins;naruto;technique,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,plotted;visitors;plans,The Trip
"Comedy",en,2010-06-24,6.3,teammates;reunite;good,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,legendary;old;invited,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,alliance;salazar;all-new,Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,diego;saber-toothed;none-too-friendly,Ice Age: Dawn of the Dinosaurs
"Drama",en,2021-02-25,4.2,dismas;fate;ruthless,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,doubting;any;meet,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,gone;ways;spooky,Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,wanted-and;sets;flynn,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,rebuilding;formidable;called,Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,aang;earth;long,The Last Airbender
"Western, Action",en,2021-09-10,5.8,dangerously;macmasters;deputy,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,order;gang;dangerous,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,grey;another;cautious,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,castle;scottish;descendants,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,minwoo;meanwhile;agency,The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,meets;asks;donor,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,notorious;slayings;teen,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,catastrophic;prince;bruce,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,–;action;incredible,Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,game;popular;fortune,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,beings;unaware;loyalty,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,party;charlie;meanwhile,Snoopy Presents: For Auld Lang Syne
"Comedy",en,2000-07-07,6.3,laughs;begin;funny,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,house;search;immigrant,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,newly;surpass;human,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,rule;deal;sidekick,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,battle;do;monsters,Pokémon Detective Pikachu
"Action",en,2021-09-10,6.7,than;process;enemies,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,there;discover;witch,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
"Comedy, Family",en,1998-07-28,7.1,divorce;sent;age,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,who's;bright;lesson,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,narrow;faces;stays,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,yet;universe;malekith,Thor: The Dark World
"Animation, Family, Fantasy",ja,1997-03-26,6.7,jr;needs;unlike,Dragon Ball GT: A Hero's Legacy
"Animation, Comedy, Family",en,2007-07-25,7.0,fugitives;simpsons;homer,The Simpsons Movie
"Action, Thriller, Crime",en,2019-05-15,7.4,army;ruthless;killing,John Wick: Chapter 3 - Parabellum
"Action, Drama, Science Fiction",en,2017-02-28,7.8,future;professor;weary,Logan
"Science Fiction, Action, Adventure",en,2014-06-25,5.9,past;however;push,Transformers: Age of Extinction
"Animation, Family, Adventure, Drama, Comedy",en,2015-06-09,7.9,joy;francisco;uprooted,Inside Out
"Thriller, Action, Crime",en,2020-01-15,7.2,vicious;ruthless;team,Bad Boys for Life
"Science Fiction, Thriller",en,2021-04-08,6.2,men;training;power,Voyagers
"Science Fiction, Action, Thriller, Adventure",en,2015-06-23,5.9,begin;los;year,Terminator Genisys
"Adventure, Fantasy, Action",en,2002-12-18,8.4,members;sam;ring,The Lord of the Rings: The Two Towers
"Comedy, Thriller, Drama",ko,2019-05-30,8.5,incident;wealthy;ki-taek's,Parasite
"Crime, Drama",en,2021-09-22,6.7,start;impressionable;idolizes,The Many Saints of Newark
"Action, Comedy, Mystery, Crime",en,2016-06-15,6.4,international;pal;mild-mannered,Central Intelligence
"Animation, Comedy, Family, Adventure",en,2009-05-28,7.9,russell;fredricksen;experiencing,Up
"Drama, Crime, Thriller",en,2009-10-15,7.3,others;attorney;deal,Law Abiding Citizen
"Thriller, Adventure, Action",en,2010-08-03,6.2,opposition;heavy;discover,The Expendables
"Horror, Mystery",en,2021-07-08,7.3,alive;groups;camp,Fear Street: 1978
"Action, Crime",en,2020-02-05,7.0,hit;assassin;lord,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
"Family, Fantasy, Comedy",pl,2021-12-06,6.3,elf;christmas;happy,David and the Elves
"Science Fiction, Action, Thriller",en,2010-07-03,6.2,trapped;themselves;planet,Predators
"Thriller, Crime",en,2021-02-19,6.5,vin;under;girlfriend,Body Brokers
"Science Fiction, Action",en,2020-10-25,5.6,humans;virus;captain,Skylines
"Horror, Thriller",en,2022-03-03,7.0,scrolling;noa;awkwardly,Fresh
"Documentary",it,2016-06-24,5.5,harmless;struggle;crazy,Porn to Be Free
"Science Fiction",en,2020-08-31,5.7,alana;space;discover,Solitary
"Horror, Crime, Mystery",en,2021-05-12,6.2,detective;killer’s;morbid,Spiral: From the Book of Saw
"Action, Adventure, Comedy, Crime, Thriller",en,2017-09-20,7.0,villain;agency;statesman,Kingsman: The Golden Circle
"Family, Comedy, Fantasy, Animation",en,2021-04-30,7.1,earth;meaning;22,22 vs. Earth
"Action, Thriller, Crime, Adventure",en,2015-04-01,7.3,seeks;toretto;revenge,Furious 7
"Adventure, Action, Science Fiction",en,2017-04-19,7.6,parentage;true;mysteries,Guardians of the Galaxy Vol. 2
"Animation, Family, Comedy",en,2010-06-16,7.8,rest;themselves;go,Toy Story 3
"Thriller, Horror",en,2021-01-26,6.2,abusive;american;internal,Caged
"Thriller, Action, Crime, Drama",en,2020-09-03,6.5,tries;fight;robber,Honest Thief
"Science Fiction, Action",en,2011-03-08,5.7,sergeant;team;terrifying,Battle: Los Angeles
"Animation, Fantasy, Family",ja,2008-07-19,7.7,5-year-old;ordinary;beach,Ponyo
"Animation, Family, Fantasy",ja,2001-07-20,8.5,trapped;parents;strange,Spirited Away
"Family, Fantasy, Romance",en,2017-03-16,7.0,cursed;tale;adaptation,Beauty and the Beast
"Crime, Drama, Thriller, Action",ko,2020-09-03,7.0,named;rejects;tae-goo,Night in Paradise
"Action, Animation, Science Fiction",ja,1991-07-20,6.9,sends;stage;frieza,Dragon Ball Z: Cooler's Revenge
"Comedy",es,2019-03-15,8.1,come;ex-con;zequi,No Manches Frida 2
"Romance",zh,2021-02-03,2.0,pain;know;there,Please Enlighten Me
"Fantasy, Animation, Family",en,1937-12-21,7.1,hide;land;stepmother,Snow White and the Seven Dwarfs
"Family, Animation, Adventure, Fantasy",ja,2017-07-15,7.0,volatile;trainers;pokémon,Pokémon the Movie: I Choose You!
