Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Family, Animation, Comedy",en,2004-02-06,6.6,adventure;along;you'll,The Lion King 1½
"Animation, Comedy, Family, Mystery, Adventure, Fantasy",en,2021-02-22,8.0,sorceress;wizards;chivalrous,Scooby-Doo! The Sword and the Scoob
"Action, Adventure, Thriller",en,2012-08-08,6.3,quest;territory;unexpected,The Expendables 2
"Horror",en,2009-01-01,3.6,unfortunate;charter;animal,Uncharted
"Horror, Thriller",en,2003-05-30,6.3,inbreeding;people;they're,Wrong Turn
"Drama, Documentary",es,2018-03-22,7.6,jesus;victim;exponents,Héctor El Father: Conocerás la verdad
"Horror, Drama, Science Fiction",en,2018-04-03,7.4,hiding;creatures;forced,A Quiet Place
"Drama, Mystery, Thriller",id,2021-10-08,7.0,student;happened;lose,Photocopier
"Family, Animation, Comedy, Action, Adventure",en,2005-10-11,7.0,causing;entitled;fabulous,Tom and Jerry: The Fast and the Furry
"Action, Horror, Science Fiction",en,2020-08-25,6.0,learn;former;summer,Deep Blue Sea 3
"Crime, Action, Drama, Thriller",en,1993-02-05,8.1,miklo;experiences;poet,Bound by Honor
"Adventure, Action, Science Fiction",en,2013-11-15,7.4,safe;means;embarking,The Hunger Games: Catching Fire
"Action, Thriller",en,2008-01-24,6.6,rambo;region;james,Rambo
"Action, Drama, Thriller, History",en,2006-12-07,7.5,ruled;desperate;make,Apocalypto
"Family, Fantasy, Adventure",en,2010-03-03,6.6,journey;alice;entered,Alice in Wonderland
"Science Fiction",en,2022-01-06,5.2,suddenly;without;suitable,Project Gemini
"Thriller, Horror",sv,2021-02-11,5.9,wilderness;unforgiving;couple,Red Dot
"Music, Drama, History",en,2018-10-24,8.0,songs;bass;form,Bohemian Rhapsody
"Drama, Action, History",en,2019-11-13,8.0,shelby;work;personal,Ford v Ferrari
"Animation, Action, Adventure, Fantasy, Romance, Science Fiction",ja,2017-02-18,7.7,four;instant;infamous,Sword Art Online: The Movie – Ordinal Scale
"Drama, Romance",fr,2011-10-06,5.4,desire;symbolizes;character,Desire
"Family, Adventure, Comedy, Animation",en,2014-03-19,6.5,jewel;de;jungle,Rio 2
"Action, Adventure, Thriller, War",en,1985-05-21,6.6,top-secret;place;mission,Rambo: First Blood Part II
"Comedy, Family, Adventure",en,1992-11-19,6.7,eve;credit;clerk,Home Alone 2: Lost in New York
"Animation, Family",en,2011-05-25,6.9,monkey;warrior;china,Kung Fu Panda 2
"Drama, Crime",en,2009-05-21,6.1,murdering;police;african,Bad Lieutenant: Port of Call - New Orleans
"Drama, Crime",en,1974-12-20,8.6,sicily;expand;michael,The Godfather: Part II
"Crime, Fantasy, Drama",en,2006-09-13,7.3,work;uses;superior,Perfume: The Story of a Murderer
"Horror, Thriller, Action",de,2021-07-23,7.1,terrorists;secret;inner,Blood Red Sky
"Science Fiction, Action, Thriller",en,2019-10-02,6.4,horror;seemingly;turned,Gemini Man
"Drama, Fantasy, Comedy",en,2009-02-17,6.2,identity;revealing;strict,Dead Like Me: Life After Death
"Drama, Romance",en,2017-11-07,5.1,relationship;sexuality;question,Feels Like Euphoria
"Romance, Drama",en,2004-06-25,7.9,paths;separated;words,The Notebook
"Animation, Romance, Family, Fantasy",en,2007-02-06,6.5,timeline;cinderella;lady,Cinderella III: A Twist in Time
"Action, Drama, Adventure",zh,2015-02-19,6.3,unfolds;china;prince,Dragon Blade
"Thriller",en,2021-08-25,6.7,starts;becoming;turns,The Voyeurs
"Science Fiction, Fantasy, Action",en,2015-02-04,5.4,powerful;key;human,Jupiter Ascending
"Drama, Romance",en,2021-12-22,7.4,advice;king;begins,A Journal for Jordan
"Comedy, Drama, Romance",en,2008-08-15,6.7,there;poppy;final,Wild Child
"Action, Science Fiction, Thriller, Western",en,2011-07-29,5.6,memory;no;unlikely,Cowboys & Aliens
"Comedy, Horror, Thriller",en,2019-08-21,7.1,bride's;sinister;force,Ready or Not
"Comedy",es,2021-11-26,6.6,everything;displace;taciturn,El refugio
"Action, Crime, Thriller",en,2015-08-20,5.8,mysteries;assassin;teams,Hitman: Agent 47
"Comedy, Family",en,2012-09-03,6.3,move;chloe;owners,Beverly Hills Chihuahua 3: Viva la Fiesta!
"Horror",en,2014-10-02,5.7,doll;satanic;vintage,Annabelle
"Adventure, Action, Crime, Mystery",en,2011-11-22,7.1,advantage;holmes’;detective,Sherlock Holmes: A Game of Shadows
"Comedy, Romance",en,2001-08-10,6.2,turns;sticking;vow,American Pie 2
"Drama, History",en,2018-03-15,6.3,named;century;jesus,Mary Magdalene
"Thriller, Action, Adventure, Comedy, Crime",en,2010-06-09,6.4,‘faceman’;templeton;baracus,The A-Team
"Action, Adventure, Fantasy",en,2016-12-16,6.0,searching;mercenaries;horde,The Great Wall
"Family, Fantasy, Comedy",en,2020-12-04,6.9,unskilled;grown;fairy,Godmothered
"Animation, Family, TV Movie",en,2020-09-08,6.2,george;animals;emerging,Curious George: Go West, Go Wild
"Drama, Thriller, Horror",fr,2021-07-14,6.5,accident;bringing;journey,Titane
"Adventure",en,2010-05-12,6.4,upon;robert;nottingham,Robin Hood
"Action, Adventure, Comedy, Fantasy",en,2020-09-25,6.8,royal;kingdom;all-time,Secret Society of Second Born Royals
"Crime",en,2021-01-22,5.8,whose;local;crimes,Brothers by Blood
"Animation, Adventure, Family",en,2016-08-18,7.7,spirit;accidentally;seeking,Kubo and the Two Strings
"Adventure, History, War",en,2004-05-03,7.1,prince;menelaus;able,Troy
"Science Fiction, Adventure, Fantasy",en,2012-03-12,7.2,compete;choices;forces,The Hunger Games
"Drama, Family",en,2009-06-13,8.0,abandoned;bond;based,Hachi: A Dog's Tale
"Comedy",en,2006-12-07,5.5,ever;member;race,American Pie Presents: The Naked Mile
"Drama, Romance",en,2021-07-06,7.0,ann;fierce;glamourous,Annette
"Crime, Comedy, Action",en,2014-06-05,6.8,if;store;just,22 Jump Street
"Thriller, Crime, Drama",en,2021-02-26,6.5,university;multi-cartel;between,Crisis
"Horror, Mystery, Crime",en,2004-10-01,7.4,sadistic;fight;horrific,Saw
"Animation, Family, Fantasy, Adventure",en,2012-08-17,7.1,winter;secret;wanders,Secret of the Wings
"Comedy, Animation, Action, Adventure",ja,2016-07-06,7.6,7th;naruto;depicts,The Day Naruto Became Hokage
"Comedy, Romance",en,1999-07-09,6.5,had;four;so,American Pie
"Horror, Mystery",en,1997-12-09,6.4,students;killed;film,Scream 2
"Action, Adventure, Science Fiction",en,2016-06-22,5.2,us;ingenuity;knew,Independence Day: Resurgence
"Action, Crime, Thriller",en,2015-09-17,7.4,escalating;aid;agent,Sicario
"Horror, Thriller",en,2014-07-17,6.7,wish;crime;12-hour,The Purge: Anarchy
"Science Fiction, Drama, Thriller",en,2012-02-01,6.8,incredible;developing;powers,Chronicle
"Horror, Thriller",en,2010-09-13,6.9,professional;dark;endless,Insidious
"Drama, History",en,1956-10-05,7.7,upon;true;heritage,The Ten Commandments
"Science Fiction, Action",en,2010-11-11,4.9,swallow;drawn;around,Skyline
"Action, Comedy, Crime",en,2013-06-27,6.6,fuse;join;boston,The Heat
"Comedy, Action",en,2020-10-02,6.6,designed;use;elaborate,Cats & Dogs 3: Paws Unite
"Horror, Comedy",en,1998-10-16,5.9,66;tiffany;unwitting,Bride of Chucky
"Action, Science Fiction",en,2014-05-27,7.6,physical;cage;combat,Edge of Tomorrow
"Action, Adventure, Science Fiction, Fantasy",en,2022-12-14,0.0,sully;military;organization,Avatar 2
"Action, Adventure, Thriller",en,2014-08-07,6.2,faster;expendables;clash,The Expendables 3
"Science Fiction, Thriller",en,2014-08-28,7.4,prevent;final;time-travel,Predestination
"Thriller, Action, Comedy",en,2016-06-02,6.8,resurface;off;outwitting,Now You See Me 2
"Comedy, Documentary, Action",en,2010-10-15,6.6,wee;cocktail;part,Jackass 3D
"Thriller, Horror",en,2016-06-08,7.0,break;crime;man's,Don't Breathe
"Drama, Science Fiction, Thriller",es,2019-11-08,7.0,hole;indescribable;number,The Platform
"Thriller, Mystery, Science Fiction",en,2011-03-08,7.2,use;threaten;action,Limitless
"Comedy, Drama, Romance",en,1994-07-06,8.5,events—in;exceeding;great,Forrest Gump
"Drama, Romance",en,2020-08-21,7.5,senior;high;unexpected,Chemical Hearts
"Adventure, Science Fiction",en,2018-11-27,6.2,old;course;each,Mortal Engines
"Science Fiction, Action, Adventure",en,2019-06-05,6.0,foe;spiral;cosmic,Dark Phoenix
"Animation, Family",en,2002-10-01,7.0,dragon;feuding;fate,Barbie as Rapunzel
"Animation, Music",en,2020-09-01,7.4,royal;lookalike;kingdom,Barbie: Princess Adventure
"Animation, Action, Science Fiction",ja,1993-02-24,7.6,trunks;son;rampage,Dragon Ball Z: The History of Trunks
"Fantasy, Action, Thriller, Horror",en,2016-11-24,5.8,vampire;lycans;even,Underworld: Blood Wars
"Family, Animation, Fantasy, Comedy",en,1999-12-17,6.0,bird;qualities;named,Stuart Little
"Animation, Action, Comedy, Family, Science Fiction",en,2010-10-28,6.9,supervillain;superhero;nemesis,Megamind
"Science Fiction, Adventure, Action",en,2018-05-15,6.6,notorious;encounters;copilot,Solo: A Star Wars Story
"Horror",en,2021-04-29,5.4,discover;worst;horrifying,The Banishing
"Drama",en,2018-09-14,6.9,graham;cynthia;zamperini,Unbroken: Path to Redemption
"Comedy, Crime, Mystery",en,2019-11-27,7.9,lies;dysfunctional;renowned,Knives Out
"Drama",it,2000-03-16,7.4,eyes;few;poverty,Malena
"Action, Thriller",en,2011-02-03,5.9,esa-ala;flood;question,Sanctum
"Comedy, Drama",pt,2021-09-22,7.0,classmates;she'll;socially-awkward,Confessions of an Invisible Girl
"Horror",en,2020-07-23,5.6,trip;host;seemingly,The Rental
"Drama, Horror, Mystery, Comedy",it,2021-07-14,5.9,road;were;five,A Classic Horror Story
"Action, Science Fiction",en,2004-07-15,6.9,suspecting;believe;responsible,I, Robot
"Action, Crime, Drama, Thriller",en,1983-12-09,8.2,tony;comes;getting,Scarface
"Science Fiction, War",zh,2019-08-09,5.6,quest;energy;itself,Shanghai Fortress
"Horror, Thriller",en,2021-01-29,5.8,those;students;four,The Mad Hatter
"Comedy, Drama, Romance",en,2006-06-29,7.4,look;succeed;doesn't,The Devil Wears Prada
"Horror, Crime, Drama, Thriller",en,2021-08-04,6.5,move;reveal;dream,Aftermath
"Fantasy, Animation, Action",ja,2008-08-02,7.2,attack;shinobi;could,Naruto Shippuden the Movie: Bonds
"Drama, War",en,1995-02-24,6.8,survival;prepare;did,The Walking Dead
"Drama",en,2021-09-24,6.5,evan;high;suicide,Dear Evan Hansen
"Animation, Family, Adventure, Comedy",en,2008-11-21,6.5,separated;hollywood;real,Bolt
"Action, Adventure",en,2018-07-13,7.4,dire;briefing;begin,Mission: Impossible - Fallout
"Comedy, Family, Fantasy",en,2021-10-01,6.7,place;returning;midnight,Under Wraps
"Animation, Drama, Fantasy",ja,2017-08-18,6.5,different;moshimo;set,Fireworks
"Action, Thriller",en,2013-05-07,6.2,london's;man's;transforming,Hummingbird
"Action, Comedy",ja,2016-05-14,6.5,enemy;fumika;aiko,HK: Hentai Kamen 2 - Abnormal Crisis
"Family, Comedy, Animation",en,2021-12-15,6.9,wrestling;footsteps;seeks,Rumble
"Science Fiction, Action, Animation, Mystery",en,2012-08-21,7.8,breed;city;era,Batman: The Dark Knight Returns, Part 1
"Animation",en,2013-10-20,7.1,mini-shorts;cake;desserts,Pixie Hollow Bake Off
"Horror, Comedy",en,2019-10-09,7.0,fellow;wichita;survivors,Zombieland: Double Tap
"Drama",en,1976-11-21,7.8,rocky;title;teams,Rocky
"Family, Drama, Comedy",en,2017-04-12,8.1,mother;child;niece,Gifted
"Horror, Thriller, Mystery",en,2019-01-03,6.5,strangers;beyond;control,Escape Room
"Adventure, Comedy, Drama",es,2021-02-25,6.9,relationship;peace;around,A un paso de mí
"Action, Thriller, Crime, Drama",en,2011-07-27,6.6,assassin;grows;murder,Colombiana
"Thriller, Drama",en,2021-11-19,7.3,chef;multiple;restaurant,Boiling Point
"Animation, Family",en,1997-11-20,7.6,travel;daughter;lost,Anastasia
"Mystery, Horror, Thriller",pt,2021-08-04,6.8,weird;recover;tries,Insensate
"Horror, Drama, Fantasy",en,2020-10-28,6.4,foursome;than;bargained,The Craft: Legacy
"Crime, Comedy, Action",en,2011-02-16,5.6,murder;witnesses;trent,Big Mommas: Like Father, Like Son
"Family, Fantasy, TV Movie, Music, Adventure, Action, Romance",en,2017-07-21,7.4,mal;taken;spot,Descendants 2
"Action, Thriller, Science Fiction",en,2010-11-12,5.8,cars;drive;there's,Death Race 2
"Drama, Music, History",en,2015-08-11,7.8,today;cultural;began,Straight Outta Compton
"Thriller",de,2021-09-10,4.6,turns;desperate;hiking,Prey
"Animation, Family, Adventure, Comedy",en,2015-03-09,6.8,risk;celebration;powers,Frozen Fever
"Adventure, Comedy, Science Fiction, Family",en,1985-07-03,8.3,repair;inadvertently;disrupting,Back to the Future
"Comedy, Family",es,2021-07-08,4.7,asturias;flamboyant;grandfather,The Kids Are Alright: Destination Asturias
"Adventure, Action, Western",en,2016-09-14,6.4,just;hunter;desperate,The Magnificent Seven
"Documentary",es,2020-04-03,7.5,lovable;heist;sparked,Money Heist: The Phenomenon
"Action, Thriller",en,2013-02-06,5.3,cop;unaware;russian,A Good Day to Die Hard
"Thriller, Crime",da,2021-05-27,6.3,carl;team;contains,The Marco Effect
"Action, Thriller, Romance",en,2010-12-08,6.2,american;venice;salle,The Tourist
"Thriller",en,2021-09-22,6.1,wife;traumatized;might,Intrusion
"Action, Thriller, Science Fiction",en,1991-07-03,8.1,john;john;target,Terminator 2: Judgment Day
"Family, Animation, Adventure, Science Fiction, Comedy",en,1999-08-06,7.9,people;saving;ultimately,The Iron Giant
"Horror",en,2000-03-17,6.5,dying;prevents;death,Final Destination
"Animation, Adventure, Comedy, Fantasy",en,2016-07-11,5.7,really;leave;existence,Sausage Party
"Action, Adventure, Comedy, Family",en,2021-01-29,6.5,brooklyn;long-lost;journal,Finding 'Ohana
"Drama",pl,2019-09-10,7.8,arrival;juvenile;opportunity,Corpus Christi
"Drama, History, Romance",fr,2021-07-09,6.8,visions;its;lesbian,Benedetta
"Adventure, Action",en,2012-08-09,5.4,colony;expedition;congo,The Dinosaur Project
"Animation, Action, Adventure",en,2014-05-13,7.1,league;pre-teen;violent,Son of Batman
"Comedy, Romance",en,2009-02-05,6.4,company;fun-loving;columnist,Confessions of a Shopaholic
"Comedy, Drama",it,1997-12-20,8.5,during;touching;creative,Life Is Beautiful
"Thriller, TV Movie",en,2017-02-25,6.2,irresistibly;husband;restless,Infidelity in Suburbia
"Horror",es,2020-01-30,6.4,police;call;evil,La Casa
"Animation, Adventure, Family, Fantasy",en,2020-10-16,7.4,animated;hoping;moon,Over the Moon
"Family, Animation, Fantasy, Action, Adventure",en,2012-11-21,7.4,imagination;children;spirit,Rise of the Guardians
"Comedy, Horror",en,2009-09-18,5.8,whole;reign;it's,Jennifer's Body
"Action, Adventure, Animation",ja,2012-12-15,7.5,does;known;notice,One Piece Film: Z
"Fantasy, Action, Mystery",en,2013-08-21,6.4,creatures;evil;clary,The Mortal Instruments: City of Bones
"Documentary, Music",es,2021-09-22,3.5,evaristo;celebrate;thousands,We Are Nothing
"Comedy",es,2021-06-24,5.8,complete;newbie;player,Undercover Wedding Crashers
"Adventure, Comedy, Science Fiction",en,2006-09-01,6.3,average;project;they're,Idiocracy
"Family, Adventure, Animation, Fantasy, Science Fiction",ja,2016-07-16,6.6,its;mythical;created,Pokémon the Movie: Volcanion and the Mechanical Marvel
"Family, Animation, Romance",en,1955-06-22,7.1,calls;golden;happenings,Lady and the Tramp
"Drama, History",en,2018-03-23,7.4,paul;grisly;luke,Paul, Apostle of Christ
"Drama, Mystery",en,2013-12-25,6.8,care;delves;continuation,Nymphomaniac: Vol. II
"Drama, Romance",de,2011-12-07,5.9,went;seven;living,Hotel Desire
"Comedy, Drama, Family, Fantasy, Science Fiction",cn,2008-01-30,7.2,toy;once;worker,CJ7
"Horror, Science Fiction",en,2021-04-03,5.3,rises;good;seems,Rise of the Mummy
"Adventure, Action, Fantasy",en,2023-03-17,0.0,uneasy;forge;alliance,Aquaman and The Lost Kingdom
"Comedy, Family, Adventure, Romance",en,2008-10-03,5.3,ransom;caught;vacation,Beverly Hills Chihuahua
"Comedy",en,2003-10-24,6.0,movie;campbell;cindy,Scary Movie 3
"Animation, Comedy, Family, Adventure",en,1970-12-24,7.3,madame;seems;thomas,The Aristocats
"Drama, Horror, Science Fiction",es,1967-01-01,6.2,unpolluted;1999;began,Soy leyenda
"Comedy",en,2020-10-06,6.4,kayla;annie;band,American Pie Presents: Girls' Rules
"Action, Comedy, Family, Adventure",en,2001-03-18,5.8,count;colleagues;return,Spy Kids
"Drama, Romance",en,2022-01-06,6.3,swordplay;or;feelings,Cyrano
"Action, Crime, Thriller",en,2006-04-11,7.3,jail;trumped-up;champ,Undisputed II: Last Man Standing
"Animation, Drama, Science Fiction, Music",ja,2021-07-16,8.4,rural;17-year-old;belle,Belle
"Fantasy, Action, Adventure",en,2016-06-29,5.9,called;tarzan;former,The Legend of Tarzan
"Animation, Science Fiction, Action",ja,2014-03-25,6.4,weapons;dealer;black-market,Avengers Confidential: Black Widow & Punisher
"Crime, Drama, Action",en,1994-09-14,8.3,neighbors;earned;léon,Léon: The Professional
"Animation, Drama, Adventure, Fantasy",en,2019-11-15,6.4,trying;plane;spirit,Away
"Animation, Comedy, Family",en,2009-09-17,6.6,gargantuan;flint;regain,Cloudy with a Chance of Meatballs
"Action, Comedy, Crime",en,2012-03-14,6.9,unit;undercover;dork,21 Jump Street
"Family, Adventure, Comedy, Animation",en,2002-11-06,6.0,day;publicity;patch,101 Dalmatians II: Patch's London Adventure
"Comedy, Horror",en,2015-10-23,6.5,lifelong;team;they’ll,Scouts Guide to the Zombie Apocalypse
"Family, Animation, Fantasy",en,2011-08-11,7.4,lot;willows;kingdom’s,Barbie: Princess Charm School
"Science Fiction, Action, Thriller",cn,2010-08-11,4.9,occupied;malaysia;chemical,City Under Siege
"Action, Drama, War",en,2014-03-05,6.1,course;led;greece,300: Rise of an Empire
"Comedy, Romance",en,2009-09-19,5.5,work;turns;price,Couples Retreat
"Thriller, Romance, Drama, Mystery",en,2020-12-10,6.2,martial;lockdown;pandemic,Songbird
"Adventure, Action",en,1984-05-23,7.3,catacombs;plan;village,Indiana Jones and the Temple of Doom
"Comedy, Romance",en,2018-08-16,7.7,secret;lara;mysteriously,To All the Boys I've Loved Before
"Family, Animation, Adventure, Comedy",en,2007-10-28,6.0,honey;barry's;career,Bee Movie
"Family, Fantasy, Comedy",en,1971-06-29,7.5,kids;lifetime;seeks,Willy Wonka & the Chocolate Factory
"Comedy, Crime, Drama",en,2016-08-17,6.9,true;million;david,War Dogs
"Crime, Drama, Action",en,2021-01-22,6.1,payday;century;brought,Twist
"Animation, Family",en,2006-09-19,7.7,magical;away;genevieve,Barbie in The 12 Dancing Princesses
"Comedy",es,2021-12-21,7.5,servando;everyone;set,Grumpy Christmas
"Horror, Science Fiction, Action, Fantasy",ja,2015-09-01,5.8,expel;titan;break,Attack on Titan II: End of the World
"Family, Adventure, Comedy, Fantasy, Animation",en,2015-01-28,6.1,evil;sandy;city,The SpongeBob Movie: Sponge Out of Water
"Adventure, Family, Fantasy",en,2016-05-25,6.5,mad;hatter;alice,Alice Through the Looking Glass
"Action, Adventure, Thriller",en,2015-10-26,6.5,political;past;reveal,Spectre
"Drama, Action, Adventure, History, War",en,2012-01-19,6.5,ii;tuskegee;airmen,Red Tails
"Animation, Family, Comedy",en,2013-09-26,6.4,pickles;flint;return,Cloudy with a Chance of Meatballs 2
"Action, Thriller, Science Fiction",en,2012-04-12,5.9,lies;president's;obtaining,Lockout
"Horror, Thriller",en,2020-10-23,6.2,moon;bodies;each,The Wolf of Snow Hollow
"Fantasy, Action",en,2004-04-02,6.7,good;adulthood;place,Hellboy
"Mystery, Thriller, Drama",en,2014-10-01,7.9,it's;may;intense,Gone Girl
"Adventure, Comedy, Fantasy, Family, Drama",en,2017-01-19,7.6,purpose;lifetimes;quest,A Dog's Purpose
"Action, Drama, Adventure",en,2000-05-01,8.2,devious;audiences;spaniard,Gladiator
"Science Fiction, Action, Adventure, Thriller",en,1987-06-12,7.5,themselves;american;mission,Predator
"Action, Thriller",en,2019-08-21,6.5,charged;president;begins,Angel Has Fallen
"Horror",en,2003-08-15,6.0,plan;dreams;freddy,Freddy vs. Jason
"Action, Adventure, Animation, Science Fiction, Thriller",en,2009-08-19,6.9,others;machines;extinction,9
"Comedy, Drama",en,2010-11-04,6.3,actor;no-fly;luggage,Due Date
"Documentary",en,2009-03-17,6.3,behind;curtains;heads,Porno Unplugged
"Animation, Family",en,1940-11-13,7.4,disney's;timeless;see,Fantasia
"Fantasy, Action, Adventure, Family",en,2013-02-27,5.8,battle;giants;fearsome,Jack the Giant Slayer
"Animation, Family",en,2021-04-16,7.0,weather;king;gadabout,Zog and the Flying Doctors
"Animation, Comedy, Family, Western, Adventure",en,2011-03-02,6.8,last;dirt;gun-slinging,Rango
"Drama",en,2014-04-16,6.6,experiences;old;side,Heaven Is for Real
"Drama, Science Fiction, Mystery",en,2016-11-10,7.6,expert;place;or,Arrival
"Action, Crime, Thriller",en,2022-03-16,0.0,offers;brother;heist,Ambulance
"Fantasy, Thriller, Action, Adventure, Horror",en,2017-06-06,5.5,safely;unjustly;unforgiving,The Mummy
"Thriller, Crime, Horror",en,2010-06-17,6.5,rowdy;finish;attention,I Spit on Your Grave
"Comedy, Romance",en,2008-07-02,7.0,daughter;small;independent,Mamma Mia!
"Drama, Thriller, Crime",en,2013-09-18,8.0,faces;keller;loki,Prisoners
"Horror, Mystery",en,2009-08-26,5.6,peers;race-car;deadly,The Final Destination
"Animation, Family",en,1963-12-25,7.2,doesn't;say;starts,The Sword in the Stone
"Drama, Horror, TV Movie",en,2002-11-04,6.2,slowly;shy;frequent,Carrie
"Drama",en,2021-11-11,7.9,30th;larson;jonathon,tick, tick... BOOM!
"Animation, Action, Adventure, Crime, Fantasy",en,2021-01-12,7.0,classmates;past;turner,Batman: Soul of the Dragon
"Action, Science Fiction, Adventure",en,2014-07-30,7.9,peter;wanted;accuser,Guardians of the Galaxy
"Drama, Science Fiction",en,2022-01-21,7.4,android;there;daughter's,After Yang
"Animation, Drama, Family, Fantasy",ja,2012-07-21,8.3,had;unexpectedly;lover,Wolf Children
"Animation, Family, Fantasy, Adventure, Drama",ja,2018-06-16,7.3,little;these;change,Mirai
"Family, Animation, Fantasy, Adventure, Comedy, Music",en,2016-10-13,6.7,friendly;ever;beyond,Trolls
"Animation, Comedy, Family",en,2011-11-18,6.1,problem;set;causing,Happy Feet Two
"Comedy, Romance",en,2009-01-09,6.2,day;best;same,Bride Wars
"Animation, Family",es,2020-11-12,6.7,wants;corporation;protects,Xico's Journey
"Comedy, Action, Animation, Adventure",ja,2004-08-21,7.3,snow;sinister;off,Naruto: Ninja Clash in the Land of Snow
"Animation, Action, Comedy, Family",en,2004-09-20,6.0,guess;shark;vegetarian,Shark Tale
"Fantasy, Drama",en,2013-10-01,7.3,until;among;death,The Book of Daniel
"Comedy, Romance",en,2004-04-09,6.7,catches;gorgeous;star,The Girl Next Door
"Action, Adventure, Science Fiction",en,2014-03-20,7.7,avengers;unexpected;villainous,Captain America: The Winter Soldier
"Horror, Mystery",en,2011-08-12,6.0,unsuspecting;supposed;premonition,Final Destination 5
"Action, Science Fiction, Thriller",en,2013-01-04,5.8,team;needs;won,Death Race: Inferno
"Animation, Science Fiction",ja,2019-06-29,7.1,monsters;yuki;lethargic,Cencoroll Connect
"Drama",en,2019-08-09,7.3,halted;accused;nfl,Brian Banks
"Action, Science Fiction, Drama",ko,2013-08-01,6.9,evolves;perpetual-motion;system,Snowpiercer
"Horror, Thriller",en,1980-05-23,8.2,aren't;winter;madness,The Shining
"Animation, Family",en,2021-09-21,5.8,cory;little;curious,Go! Go! Cory Carson: Chrissy Takes the Wheel
"Science Fiction, Thriller",en,2013-06-27,6.2,astronauts;international;moon,Europa Report
"Action, Adventure, Science Fiction",en,2016-12-14,7.5,fighters;rogue;plans,Rogue One: A Star Wars Story
"Adventure, Action, Thriller",en,2006-11-14,7.5,terrorist;poker;vesper,Casino Royale
"Documentary, Comedy",en,2017-09-30,5.7,compare;existing;trace,Batman & Jesus
"Comedy, Fantasy, Family, Music, Animation",en,2011-12-14,5.7,paradise;turf;go,Alvin and the Chipmunks: Chipwrecked
"Family, Adventure, Animation, Comedy, Action",en,2000-03-31,7.2,does;question;city,The Road to El Dorado
"Animation, Comedy, Family, Fantasy",en,2008-09-19,6.0,aspires;evil;community,Igor
"Action, Thriller",en,2012-03-15,5.6,guerrilla;quickly;patriots,Red Dawn
"Science Fiction, Action, Animation, Mystery",en,2013-01-03,8.0,put;batman;stopped,Batman: The Dark Knight Returns, Part 2
"Adventure, Drama, Action",ja,2010-09-09,7.3,throne;bring;samurai,13 Assassins
"Action, War, History, Romance, Drama",en,2001-05-21,6.9,fighter;entangled;between,Pearl Harbor
"Drama, TV Movie",en,2022-01-14,6.9,fierce;events;dies,Ray Donovan: The Movie
"Crime, Drama, Thriller",es,2021-08-11,5.9,embroiled;drug;fallen,Breathless
"Comedy",en,2006-04-12,5.5,boy;secret;uncover,Scary Movie 4
"Romance, Comedy, Crime, Fantasy",en,1994-07-29,6.9,changes;ipkiss;also,The Mask
"Drama, Action",en,2016-06-05,7.0,once;comeback;champion,Never Back Down: No Surrender
"Comedy",en,2007-12-10,5.6,threatens;right;stop,American Pie Presents: Beta House
"Comedy, Romance",en,2020-07-24,7.8,elle;college;long-distance,The Kissing Booth 2
"Action, Comedy, Thriller",en,2021-06-14,6.8,artist;stand;bodyguard,Hitman's Wife's Bodyguard
"Horror, Drama",en,2005-04-30,5.9,next;stranded;wax,House of Wax
"Action, Thriller, Comedy",en,2019-12-10,6.3,tech;billionaire;operatives,6 Underground
"Horror, Mystery",en,2006-02-09,6.1,ride;itself;deadly,Final Destination 3
"Crime, Comedy, Action",en,2018-06-07,7.0,off;crew;pull,Ocean's Eight
"Drama, Thriller",en,2016-11-04,7.5,violent;drawn;left,Nocturnal Animals
"Comedy, Romance",nl,2021-04-02,6.6,plans;unravel;gets,Just Say Yes
"Thriller, Action, Drama, Science Fiction",en,2011-08-03,7.3,born;caeser;caeser,Rise of the Planet of the Apes
"Adventure, Family, Drama",en,2020-02-19,7.6,sled;finding;mail,The Call of the Wild
"Crime, Drama, Thriller",en,2014-10-23,7.7,aiding;line;muscles,Nightcrawler
"Animation, Comedy, Family, Fantasy",en,2006-06-30,6.6,monsters;you;three,Monster House
"Horror, Mystery, Thriller",en,2018-01-03,6.2,elise;team;claim,Insidious: The Last Key
"Animation, Family, Adventure, Comedy",en,2019-11-08,6.0,thrown;survive;take-over,Pets United
"Action, Comedy",ko,2020-10-24,5.5,live;20s;always,Slate
"Comedy, Family, Fantasy, Animation",en,2007-12-13,5.8,chipmunks;theodore;singing,Alvin and the Chipmunks
"Drama, Science Fiction, Thriller",fr,2018-04-04,6.3,deadly;supplies;try,Just a Breath Away
"Horror, Thriller, Science Fiction",en,2002-10-31,7.2,absolutely;it's;themselves,28 Days Later
"Adventure, Fantasy, Family",en,1939-08-15,7.6,make;miss;wizard,The Wizard of Oz
"Science Fiction, Action, Adventure",en,2013-05-30,5.2,earth;lies;whole,After Earth
"Comedy",en,2007-02-08,5.6,meets;engaged;mild-mannered,Norbit
"Animation, Fantasy, Action, Adventure, Drama",ja,2015-07-11,8.0,leads;imaginary;imaginary,The Boy and the Beast
"Comedy",en,2016-01-20,5.9,riotous;daytona;away,Dirty Grandpa
