Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
Action, Fantasy, Mystery, Crime,en,2004-07-22,4.6,senses;pursues;walks,Catwoman
Adventure, Action,en,2008-05-21,6.0,head;related;behest,Indiana Jones and the Kingdom of the Crystal Skull
Horror, Drama, Thriller,es,2007-05-20,7.2,used;intent;son,The Orphanage
Animation, Adventure, Fantasy,zh,2016-07-08,7.5,kindness;courage;luckily,Big Fish & Begonia
Comedy, Drama, Family, Romance,en,2003-12-12,7.0,me;milian;cannon,Love Don't Co$t a Thing
Comedy, Action, Adventure,en,2015-08-13,7.1,global;union;aside,The Man from U.N.C.L.E.
Adventure, Comedy, Family, Science Fiction,en,1989-11-22,7.7,again;things;again,Back to the Future Part II
Action, Drama, Thriller,en,2004-07-23,7.3,seaside;operation;trained,The Bourne Supremacy
Drama, Thriller,en,2017-06-16,6.2,stops;recover;son,Kidnap
Action, Adventure, Thriller,en,2002-08-09,5.9,nihilistic;may;mission,xXx
Horror, Drama,en,2020-12-15,6.3,british;south;south,Heks
Drama, Western,it,1968-12-21,8.3,starting;advance;unstoppably,Once Upon a Time in the West
Horror, Thriller, Science Fiction,en,2019-05-09,6.1,far;instead;hero,Brightburn
Action, Animation, Science Fiction,ja,2001-09-01,7.7,hopes;case;surrounding,Cowboy Bebop: The Movie
Action, Animation, Comedy, Family,en,2022-07-27,0.0,squirrel;rest;chip,DC League of Super-Pets
Drama, History, Romance,en,1963-06-12,7.1,successor;redirects;power—but,Cleopatra
Horror, Mystery, Science Fiction, Thriller,en,2017-02-15,6.3,ambitious;executive;seem,A Cure for Wellness
Action, Adventure, Fantasy,zh,2015-12-18,6.2,cave;bayi;exploration,Mojin: The Lost Legend
Animation, Comedy, TV Movie,en,2021-12-16,7.5,could;just;if,South Park: Post COVID: The Return of COVID
Thriller, Horror,es,2020-10-25,5.6,enjoy;vampires;fighting,Originless
Animation, Family, Fantasy, Comedy,en,2017-10-26,5.9,wishbone;turned;night,Monster Family
Horror, Romance, Drama,it,2021-04-21,4.0,dies;lover;overdose,Don't Kill Me
Drama, Mystery, Thriller,en,2018-10-01,5.9,passenger;past;sister's,Reaching Distance
Comedy, Romance,en,2006-02-17,4.2,crush;comedies;spoof,Date Movie
War, Drama,en,2020-01-23,7.6,decades-long;sixty;behind,The Last Full Measure
Action, Crime, Thriller,cn,1992-07-04,6.7,kong;chinese;chinese,Police Story 3: Super Cop
Fantasy, Adventure, Drama,it,2019-12-19,6.6,however;real;if,Pinocchio
Comedy, Romance, TV Movie, Fantasy, Music,en,2018-02-16,7.4,embrace;star-crossed;work,Z-O-M-B-I-E-S
Drama, Fantasy, Thriller,ko,2021-07-23,7.6,woman's;fuel;tragedy,Kingdom: Ashin of the North
Adventure, Comedy, Drama, Fantasy,en,2013-12-18,7.1,goes;manager;true-life,The Secret Life of Walter Mitty
Adventure, Drama, Action, Romance, Family,en,1986-06-18,6.2,enemies;see;daniel,The Karate Kid Part II
Animation, Drama, Romance,ja,2016-04-23,7.6,fellow;follows;ending,I've Always Liked You
Adventure, Comedy, Family, Animation,en,2016-11-23,7.6,ocean's;daughter's;seek,Moana
Action, Crime, Thriller, Mystery,en,2021-12-02,6.3,seeks;quiet;investigate,Last Looks
Action, Thriller,en,2013-10-09,6.7,person;skills;designed,Escape Plan
Drama,en,2019-09-28,7.8,divorce;director;personal,Marriage Story
Drama,en,2012-09-20,7.8,joys;pennsylvania;always,The Perks of Being a Wallflower
Animation, Adventure, Action,ja,2004-03-06,7.0,zoro's;anyone;going,One Piece: Curse of the Sacred Sword
Romance, Horror, Comedy, Thriller,en,2016-02-04,6.1,jane;zombie;fallen,Pride and Prejudice and Zombies
Animation,ja,2016-09-03,6.8,no;three;films,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari
Action, Science Fiction, Adventure, Mystery,en,2013-04-10,6.6,vital;decades;threat,Oblivion
Action, Comedy,ja,2013-04-13,6.3,secret;mother;kyosuke,HK: Forbidden Super Hero
Drama,pt,2019-01-01,5.3,second;religious;biopic,Nothing to Lose - Part 2
Comedy, Romance,en,2009-03-20,6.5,close;getting;man-dates,I Love You, Man
Horror, Fantasy,hi,2020-06-24,6.7,grows;household;past,Bulbbul
Documentary,en,2021-09-15,7.4,footage;intimate;schumacher,Schumacher
Action, Adventure, Fantasy,en,2018-10-23,5.9,nubian;female;put,The Scorpion King: Book of Souls
Drama, Thriller,ja,2016-11-12,6.6,charge;crimes;days,Museum
Drama, Thriller, Horror,en,2010-12-03,7.6,ballerina;swan;queen,Black Swan
Animation, Action, Science Fiction, Adventure,en,2008-08-05,6.1,ii;obi;ruin,Star Wars: The Clone Wars
Adventure, Animation, Family,en,2005-06-13,6.1,tarzan;winner;better,Tarzan II
Romance, Drama, Comedy,ko,2013-12-05,6.2,tell;runs;music,Love Lesson
Action,en,2014-08-05,5.4,elite;female;infiltrate,Mercenaries
Romance, Drama,en,2020-10-23,8.1,however;enjoyed;end,All My Life
Crime, Drama, Thriller,en,2020-09-11,7.3,knockemstiff;evil;arvin,The Devil All the Time
Science Fiction, Action, Adventure, Family,en,2018-08-23,6.3,technology;edge;boy,A-X-L
Drama, Romance,en,2012-02-05,7.2,ending;wedding;marriage,The Vow
Comedy, Romance,en,1988-06-29,6.8,pampered;friend;decides,Coming to America
Adventure, Fantasy, Action,en,1982-04-02,6.8,seek;released;wheel,Conan the Barbarian
Crime, Thriller, Drama,en,2016-10-13,7.0,math;savant;books,The Accountant
Documentary,en,2012-05-21,5.7,entertainment;documentary;try,After Porn Ends
Action, Thriller,en,1997-09-26,6.0,mysteriously;theft;warheads,The Peacemaker
Comedy, Crime,en,2011-07-08,6.6,themselves;grind;rid,Horrible Bosses
Adventure, Drama,en,2018-11-25,6.5,human;named;tiger,Mowgli: Legend of the Jungle
Thriller, Drama, Mystery,en,2000-11-22,7.1,disease;price;elijah,Unbreakable
Drama, Romance,en,2014-11-26,7.9,jane;wilde;student,The Theory of Everything
Family, Animation, Music,en,2014-09-27,8.0,girls;canterlot;rock,My Little Pony: Equestria Girls - Rainbow Rocks
Family, Animation, Romance, Adventure,en,2001-02-18,6.4,stray;longs;pack's,Lady and the Tramp II: Scamp's Adventure
Adventure, Animation, Comedy, Family,en,2006-02-10,6.3,hat;off;fun-filled,Curious George
Drama, Comedy,en,2012-03-07,6.1,age;tree;outrageous,A Thousand Words
Action, Adventure, Science Fiction, Documentary,en,2004-11-30,7.0,making;everything;spider-man,Spider-Man 2: Making the Amazing
Romance, Comedy,ko,2019-10-02,7.2,cannot;boyfriend;jae-hoon,Crazy Romance
Thriller, Romance, Drama,en,2017-06-19,5.6,agree;tyler;lands,You Get Me
Thriller,nl,2013-04-03,5.1,compromising;flawlessly;drawn,App
Crime, Drama, Mystery, TV Movie,en,2016-01-01,7.9,dr;themselves;special,Sherlock: The Abominable Bride
Comedy,en,2013-10-22,6.1,journey;grandson;companion,Jackass Presents: Bad Grandpa
Action, Drama, Science Fiction, Animation,ja,2017-05-20,6.4,zuru;journey;cause,Blame!
Action, Adventure, Animation, Science Fiction, Family,en,2008-02-26,6.9,manhunter;threatened;green,Justice League: The New Frontier
Adventure, Family, Fantasy,en,1963-06-19,7.1,sailor;voyage;land,Jason and the Argonauts
Crime, Drama, Thriller,en,2010-08-31,5.9,good;await;embarks,The American
Thriller, Horror,es,2009-09-15,6.6,control;action;swat,[REC]²
Comedy, Fantasy, Adventure,zh,2015-07-16,6.4,between;peace;monsters,Monster Hunt
Comedy,en,2008-08-28,4.6,high;campus;local,College
Animation, Comedy, Family, Mystery,en,2010-09-14,8.0,gang;go;experience,Scooby-Doo! Camp Scare
Horror, Mystery, Thriller,en,2018-03-14,7.4,strange;daughters’;sixteen,Ghostland
Comedy,en,2008-11-07,6.2,suddenly;gum;enlists,Private Valentine: Blonde & Dangerous
Romance, Comedy, Drama,id,2021-07-15,7.3,fly;question;fashion,A Perfect Fit
Drama,en,2013-08-08,6.0,taking;coercive;abused,Lovelace
Romance, Drama,ja,2014-12-13,6.7,different;middle;moved,Blue Spring Ride
Crime, Drama, Romance,en,1962-06-21,7.4,daughter;vulgarity;middle-aged,Lolita
Drama, Action, Thriller,hi,2012-03-31,6.1,living;business;diamond,Blood Money
Animation, Adventure, Family,ja,2011-03-05,7.8,large;ball-like;another,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~
Horror, Thriller,en,2015-08-31,5.8,accident;car;trapped,Curve
Drama, Thriller,pl,2021-03-12,6.8,loyal;admired;acquaintances,Sweat
Drama, Romance,en,2011-03-02,7.4,15;meet;do,One Day
Science Fiction, Animation, Action,en,2010-02-02,7.0,hulk's;able;illuminati,Planet Hulk
Comedy, Romance,en,2011-12-08,5.9,intertwine;several;year's,New Year's Eve
Romance, Drama, Music,en,2018-01-26,7.6,behind;star;gone,Forever My Girl
Crime, Drama,en,2017-12-01,8.1,gets;boy;without,Three Billboards Outside Ebbing, Missouri
Action, Adventure, Crime, War,zh,2016-09-30,7.0,massacre;following;region's,Operation Mekong
Family, Music, TV Movie, Comedy,en,2013-08-07,6.9,magically;surfing;dreamy,Teen Beach Movie
Animation, Family,es,2015-09-04,7.0,option;bet;grown,Huevos: Little Rooster's Egg-Cellent Adventure
Documentary,en,2010-01-10,6.7,television;special;–,The Simpsons 20th Anniversary Special - In 3D! On Ice!
Romance, Comedy, Drama,en,1991-03-29,6.7,target;problems;locked,Career Opportunities
Comedy, Crime,en,2013-08-07,6.8,dealer;pot;huge,We're the Millers
Action, Adventure, Comedy, Crime, Thriller,en,1998-07-10,6.6,ku;counterfeit;leo,Lethal Weapon 4
Action, Drama, Family, Adventure,en,1994-07-18,5.3,blames;under;troubled,The Next Karate Kid
Horror, Thriller,en,2021-07-02,6.6,evening;handcuffed;plan,Till Death
Crime, Mystery, Thriller,en,2014-10-18,5.7,based;brutal;revenge,Big Driver
Action, Horror, Thriller,en,2013-09-08,5.6,no;york;student,The Green Inferno
History, War, Drama, Adventure,en,1960-10-13,7.6,kill;weeks;gladiator,Spartacus
Animation, Adventure, Fantasy, Family,ja,2017-03-04,7.5,connected;midsummer;using,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi
Comedy, Drama, Romance,it,2000-01-28,5.5,there;rents;lesbian,Cheeky
Family, Animation, Adventure,ja,2012-03-03,6.9,beremon;beetle;looks,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~
Action, Crime,en,2003-05-30,6.7,didn't;angeles;team,The Italian Job
Action, Crime, Comedy,en,2017-08-18,6.8,true;cartel;barry,American Made
Documentary,en,2021-07-05,6.4,passion;star;chris,Shark Beach With Chris Hemsworth
Comedy, Music,en,2017-12-20,6.6,come;last;there,Pitch Perfect 3
Fantasy, Family, Adventure, Action, Comedy,ru,2017-10-19,7.1,ivan;daily;middle,The Last Warrior
Action, Adventure, Animation, Horror,en,2010-02-09,6.9,dante;version;nine,Dante's Inferno: An Animated Epic
Horror, Science Fiction, Mystery, Thriller,en,2011-10-12,6.2,team;paranoia;freed,The Thing
Drama, Thriller,ro,2021-07-25,6.0,officer;intelligence;searches,The Father Who Moves Mountains
Family, Animation, Music, Adventure, Fantasy,en,2017-10-05,7.2,ponyville;dark;rarity,My Little Pony: The Movie
Fantasy, Action, Thriller,en,1994-05-11,7.5,killed;exact;guitarist,The Crow
Horror,en,2014-11-13,5.6,loving;clown;wearer,Clown
Adventure, Animation, Comedy, Family,en,1998-10-02,6.1,general;switches;command,Antz
Mystery, Thriller, Drama,en,1999-08-06,7.9,named;secret;meets,The Sixth Sense
Horror,en,2020-06-18,5.9,force;couple;begins,You Should Have Left
Drama, History, War, Action,en,2000-06-28,7.1,wants;son;enlists,The Patriot
Drama, Fantasy, Action,ko,2018-08-01,8.3,trials;helps;guardian,Along with the Gods: The Last 49 Days
History, Drama, War, Action,ko,2016-07-27,5.9,squad;korean;war's,Operation Chromite
Adventure, Comedy, Family,en,2005-07-29,6.2,son;accepted;set,Sky High
Horror, Thriller, Mystery,en,2019-03-14,7.0,kids;tension;unwind,Us
Drama, Mystery, Western,en,2015-12-25,7.7,betrayal;seek;deception,The Hateful Eight
Science Fiction,en,2017-11-24,3.6,unlikely;survive;powerful,Singularity
Comedy, Drama, Romance, Music,en,2016-11-29,7.9,mia;hard;rip,La La Land
Horror, Thriller,en,2016-10-15,6.4,obsession;murderer;halloween,Terrifier
Animation, Family,en,2013-02-14,6.8,queen;best;true,Barbie in the Pink Shoes
Drama, Romance,fr,1974-06-25,5.9,husband;emmanuelle;route,Emmanuelle
Fantasy, Adventure, Animation, Comedy, Family,en,2006-07-28,5.7,front;fed;bully,The Ant Bully
Action,en,2020-12-14,5.1,mistakes;baker;brenner,Army of One
Science Fiction, Animation, Action, Fantasy,en,2019-10-04,7.1,wonder;deadly;known,Wonder Woman: Bloodlines
Action,en,2015-12-03,5.9,gang;infiltrates;interest,Point Break
Fantasy, Adventure, Action,en,2010-07-13,6.1,recruits;these;unwilling,The Sorcerer's Apprentice
Horror,en,1985-03-22,5.3,still;halfway;mayhem,Friday the 13th: A New Beginning
Comedy, Drama, Romance,en,2010-05-13,7.0,answered;american;lovers,Letters to Juliet
Action, Adventure, Mystery, Thriller,en,2007-12-13,6.3,chase;innocence;john,National Treasure: Book of Secrets
Animation, Adventure, Comedy,en,2001-10-09,7.4,phantom;scooby;video,Scooby-Doo! and the Cyber Chase
War, History, Adventure, Drama,en,1962-12-11,8.0,during;flamboyant;tribes,Lawrence of Arabia
Romance, Science Fiction, Drama,en,2013-12-18,7.9,ways;needs;connects,Her
Action, Adventure, Comedy,en,2018-09-13,6.2,criminal;springs;agents,Johnny English Strikes Again
Horror, Mystery, Thriller,en,2009-08-13,6.3,innocent;custody;until,Case 39
Family, Comedy, Adventure, Fantasy,en,2010-12-23,5.2,assignment;travel;bermuda,Gulliver's Travels
Drama,en,2004-12-15,8.0,painful;convince;boxer,Million Dollar Baby
Animation, Adventure, Fantasy,ja,1996-03-04,7.2,different;goku;origin,Dragon Ball: The Path to Power
Thriller, Science Fiction, Drama, Horror,en,2016-03-10,7.0,held;chemical;outside,10 Cloverfield Lane
Action, Crime,en,1988-06-17,6.1,georgian;partner;detective,Red Heat
Drama, Thriller, Crime,en,2019-08-30,7.1,york;balancing;lead,Uncut Gems
Horror, Mystery,es,2005-11-03,5.5,brutally;abuse;cruel,The Nun
Drama, TV Movie,en,2018-09-30,8.3,plans;talk;abducted,Believe Me: The Abduction of Lisa McVey
Action, Adventure, Science Fiction, Comedy,en,2023-05-03,0.0,trilogy;guardians;film,Guardians of the Galaxy Vol. 3
Horror, War, Science Fiction,en,2018-11-01,6.7,some;reaching;enemy,Overlord
Drama, Romance,en,2005-09-10,7.8,meet;summer;cowboys,Brokeback Mountain
Science Fiction, Thriller, Drama,en,2021-10-22,5.5,vastly;future;explored,Warning
Drama, Romance,en,2012-09-21,6.9,daughter;grown;lobel,Trouble with the Curve
Drama, Romance, Adventure,en,1949-12-21,6.5,delilah;beautiful;consequences,Samson and Delilah
Horror, Science Fiction, Thriller,en,2017-03-22,6.4,space;extra-terrestrial;expected,Life
Comedy, Romance,en,2011-09-30,6.5,lovers;latest;mate,What's Your Number?
Documentary, Comedy,en,2004-01-02,5.9,wedding;1999;american,American Pie: Revealed
War, Drama, History, Action,en,2020-06-24,6.9,kamdesh;3-61;force,The Outpost
Horror, Thriller, Mystery,en,2017-10-11,6.2,trip;college;encounter,The Ritual
Drama, Fantasy,en,2016-10-07,7.2,see;deal;different,A Monster Calls
Animation, Science Fiction,en,2003-05-09,7.2,fuses;short;world's,The Animatrix
Animation, Action, Science Fiction,ja,1993-06-21,6.7,ido;skills;cybernetic,Battle Angel
Comedy,en,2022-03-08,8.0,quarter-life;journey;bangs,Taylor Tomlinson: Look at You
Comedy, Family, Adventure, Fantasy, Romance,en,2005-06-22,5.6,road;volkswagen;car,Herbie Fully Loaded
Comedy, Family,en,2005-03-04,6.1,house;seal;protect,The Pacifier
Drama, History,en,2016-09-07,7.1,plane;destroy;unfolding,Sully
Horror, Mystery, Thriller, Drama,en,2018-09-21,6.1,travels;missing;sister,Apostle
Action, Animation, Science Fiction,ja,2018-10-19,7.0,continues;reclamation;planet,Magical Girl Lyrical Nanoha: Detonation
Comedy, Drama, Family, Music, Romance, TV Movie,en,2006-01-20,6.6,acceptance;basketball;brainy,High School Musical
War, Action, Drama,en,2003-03-07,6.8,humanity;democratic;government,Tears of the Sun
Fantasy, Animation, Science Fiction, Family, Action,en,2003-02-25,6.2,seem;around;occurances,Atlantis: Milo's Return
Drama, History, TV Movie,en,2015-04-05,6.3,political;forever;events,Killing Jesus
Romance,ja,2016-05-28,6.6,shows;sata;boy,Wolf Girl and Black Prince
Horror, Thriller,en,2009-07-09,6.6,employer's;series;desperate,The Collector
Mystery, Adventure, Crime,en,2016-06-27,7.1,dare;had;game,Nerve
Comedy, Crime,en,2020-11-12,5.8,set;movie;scam,The Comeback Trail
Action, Animation, Adventure, Comedy, Fantasy,ja,2015-12-20,7.4,land;eating;mushroom,One Piece: Adventure of Nebulandia
Science Fiction, Action,en,2014-01-30,5.8,controversial;part-man;officer,RoboCop
Comedy, Romance,en,2012-01-23,5.4,bridesmaids;wedding;three,Bachelorette
Science Fiction,en,1995-06-30,5.7,famous;judge;instant,Judge Dredd
Action, Thriller,en,2016-07-14,6.1,cat-and-mouse;forced;game,Hard Target 2
Fantasy, Adventure,en,2017-07-09,6.2,dragon’s;dies;twin,Dragonheart: Battle for the Heartfire
Drama, Romance, History,en,2005-12-06,7.7,japanese;penniless;work,Memoirs of a Geisha
Animation, Action, Science Fiction,en,2020-08-23,7.3,met;heroes;there’s,Superman: Man of Tomorrow
Thriller, Crime, Drama,en,2020-12-13,7.6,those;past;path,Promising Young Woman
Comedy, Romance,en,1981-08-21,5.7,lewis;french;fake,Private Lessons
Romance, Drama,en,2003-06-14,7.7,couples;dare;truth,Bare Sex
Mystery, Animation, Family, Adventure, Comedy, Fantasy,en,2005-12-13,7.5,involved;inc;gang,Scooby-Doo! in Where's My Mummy?
Comedy,en,2019-05-09,6.3,high;swindle;female,The Hustle
Action, Thriller,en,2013-07-12,5.5,serbian;american;bosnian,Killing Season
Romance, Drama, Music,en,2014-07-16,6.8,come;dreams;installments,Step Up All In
Action, Adventure, Animation, Science Fiction,en,2010-02-23,7.4,batman's;heroic;devious,Justice League: Crisis on Two Earths
Family, Animation, Fantasy,en,2014-09-06,8.0,far;knows;last,Song of the Sea
Comedy, Drama, Crime,en,2008-02-08,7.5,mission;belgium;there,In Bruges
Romance, Adventure, Drama,en,2017-10-05,6.6,stranded;across;survive,The Mountain Between Us
Thriller, Action, Science Fiction, Crime,en,1992-07-10,6.3,vietnam;during;soldier,Universal Soldier
Comedy, Drama,en,2004-06-17,7.3,took;flight;viktor,The Terminal
Action, Animation, Adventure, Comedy, Fantasy, Science Fiction,ja,1986-12-20,6.8,searching;nearby;our,Dragon Ball: Curse of the Blood Rubies
Comedy, Family,en,2003-12-24,6.3,gets;university;job,Cheaper by the Dozen
Thriller, Action,en,2013-03-07,5.3,massive;parolee;police,Vehicle 19
Drama, Crime,pt,2002-02-05,8.4,environment;seen;very,City of God
Family, Animation, Comedy, Adventure, Fantasy, Music,en,2019-05-01,6.7,different;uglydoll;real,UglyDolls
Comedy, Drama,en,2011-09-09,6.8,confront;affair;trip,The Descendants
Horror, Thriller,en,1984-03-09,5.7,preacher;gatlin;called,Children of the Corn
Comedy, Romance, Drama, Family, Music,en,2008-10-11,6.6,rest;east;show,High School Musical 3: Senior Year
Animation, Family,en,2020-12-01,6.4,then;australia;ireland,Angela's Christmas Wish
Horror,ja,2016-06-18,5.4,trapped;friend;kayako,Sadako vs. Kayako
Drama, Crime,en,2008-03-27,6.7,five;learns;boston,21
Action, Thriller, Science Fiction,en,2010-01-11,6.8,secrets;order;across,The Book of Eli
Thriller, Horror,en,2018-11-16,5.2,paradise;union;discover,Welcome Home
Science Fiction, Action, Horror,en,1992-05-22,6.3,correctional;planet;161,Alien³
Action, Animation, Family,en,2016-01-15,7.0,hard-working;day;high-tech,Barbie: Spy Squad
Crime, Thriller,en,1992-09-02,8.1,parolee;blonde;informant,Reservoir Dogs
Comedy, Romance,en,2018-07-09,7.2,prepares;sheridan;hotel,Mamma Mia! Here We Go Again
Action, Drama,en,2018-01-26,5.4,beast;head;because,Kickboxer: Retaliation
Animation, Science Fiction,fr,1973-12-01,7.7,planet;hidden;blue,Fantastic Planet
Thriller,en,2019-09-22,6.7,rush;exhausted;upon,Fractured
Action,en,2004-02-01,4.6,constructed;petroleum;document,Megalodon
Science Fiction, Thriller, Action,en,2016-12-09,6.4,special-ops;beings;city,Spectral
Thriller, Horror, Mystery,en,2008-05-29,6.1,returning;mid-hours;receive,The Strangers
Romance, Drama, Western,en,2021-02-12,7.2,connection;american;frontier,The World to Come
Comedy, Romance,en,2011-02-25,5.6,expectations;revitalize;reality,Hall Pass
Thriller, Action, Crime,en,2005-04-01,7.4,desperate;still;beckons,Sin City
Drama,es,2021-06-04,6.5,myth;daughter;pepa,Ama
Action, Thriller, Crime,en,1997-06-05,6.7,grissom;trouble;led,Con Air
Adventure, Comedy, Family, Fantasy,en,2018-08-02,7.3,tigger;wood;pooh,Christopher Robin
Action, Animation, Comedy,ja,2005-03-05,7.1,leaving;hold;straw,One Piece: Baron Omatsuri and the Secret Island
Drama, Mystery, Thriller, Fantasy,en,2017-03-02,7.0,just;everything;really,Before I Fall
Crime, Drama, Thriller,en,2005-09-16,7.3,some;step;also,Lord of War
Drama, History,en,2003-10-29,6.5,idealistic;monk;disgusted,Luther
Adventure, Action, Thriller,en,1999-11-17,6.2,oil;works;bond,The World Is Not Enough
Comedy, Action, Science Fiction,en,2013-07-18,6.8,20;top;attempt,The World's End
Drama, Music, Romance,en,2021-06-10,7.3,staying;washington;usnavi,In the Heights
Romance, Drama,en,1981-07-17,5.6,stop;parents;kids,Endless Love
Animation, Comedy, Family,en,2006-08-04,5.8,carefree;animals;ends,Barnyard
Comedy, Family,en,2012-08-02,6.3,bonding;he's;vacation,Diary of a Wimpy Kid: Dog Days
Comedy,en,1995-04-26,7.1,porch;looking;smokey,Friday
Thriller, Horror, Comedy,en,2018-09-21,6.3,high;haze;like,Assassination Nation
Mystery, Animation, Comedy, Fantasy,en,2009-09-12,6.5,coolsville;complete;fred,Scooby-Doo! The Mystery Begins
Adventure, Drama,en,2016-07-08,7.9,society;assimilate;living,Captain Fantastic
Horror, Mystery, Thriller,en,2002-10-25,5.9,ship;adrift;learn,Ghost Ship
Thriller, Science Fiction, Action,en,2014-06-10,3.0,inside;manage;no,Age of Tomorrow
Action, Adventure, Thriller,en,1996-06-07,7.1,sent;john;expert,The Rock
Animation, Science Fiction, Action,ja,2018-11-30,7.3,conflict;incident;gundam,Mobile Suit Gundam Narrative
Adventure, Animation, Fantasy,en,1978-11-15,6.6,fellowship;ring;destroy,The Lord of the Rings
Fantasy, Action, Thriller, Science Fiction, Mystery,ja,2008-02-09,5.8,name;death;another,L: change the WorLd
Action, Animation, Adventure, Comedy,ja,2008-03-01,7.0,features;island;original,One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom
Action, Animation, Crime, Science Fiction,en,2011-09-27,7.3,chicago;jim;both,Batman: Year One
Adventure, Drama,en,2019-06-28,5.1,missionary;five;thousands,The Other Side of Heaven 2: Fire of Faith
Comedy, Animation, Family,en,2011-04-29,5.1,hood;gretel;sudden,Hoodwinked Too! Hood VS. Evil
Fantasy, Adventure, Comedy,fr,2020-02-12,5.8,night;epic;hand,The Lost Prince
Action, Crime, Thriller,en,2012-09-06,5.4,comrade;master;teenage,Stolen
Adventure, Action, Science Fiction,it,2021-10-28,7.5,allies;missing;surrender,Freaks Out
History, Action, Drama,ru,2016-12-29,4.9,need;peace;“for,Viking
Fantasy, Horror,en,1999-03-12,5.5,once;again;stop,Wishmaster 2: Evil Never Dies
Drama, Romance,it,2021-03-25,6.7,fling;summer;too,Caught by a Wave
Mystery,en,1978-09-29,7.1,poirot;found;journey,Death on the Nile
Comedy,en,2019-05-25,6.3,hairdresser;york;cop,Murder Mystery
Animation,ja,1992-03-07,7.0,threat;whole;encounter,Doraemon: Nobita and the Kingdom of Clouds
Action, Thriller, Science Fiction, Adventure,en,2005-07-21,6.7,environment;seemingly;uncontaminated,The Island
Comedy, Romance,en,2004-02-13,6.8,that's;fall;quirky,50 First Dates
Action, Science Fiction, Thriller,en,1987-02-17,6.5,killian;police;fight,The Running Man
Thriller, Fantasy,en,2002-02-22,6.5,wife;contacted;death,Dragonfly
War, Drama, History, Action,en,2014-01-24,6.0,lines;owners;lines,The Monuments Men
Adventure, Horror, Thriller,en,2009-10-14,5.9,emerges;plausibly;happened,The Descent: Part 2
Drama, Comedy,en,2014-10-17,7.5,superhero;night;attempts,Birdman or (The Unexpected Virtue of Ignorance)
Drama, Thriller, Crime, Mystery,fr,2002-05-22,7.3,hands;order;subsequently,Irreversible
Animation, Comedy, Science Fiction, TV Movie,en,2015-09-01,7.8,mordecai;volleyball;rigby,Regular Show: The Movie
Horror,en,1987-10-02,6.9,member;vampires;turns,Near Dark
Action, Science Fiction,en,2021-08-27,7.0,armada;destroy;warships,Megalodon Rising
Horror, Thriller,en,2022-02-17,2.0,begins;legend;center,Jeepers Creepers: Reborn
Drama, Action, Fantasy,zh,2021-02-12,7.4,black;ning;rule,A Writer's Odyssey
Animation, Science Fiction, Action, Drama,ja,2012-11-17,7.4,realizes;hasn't;continues,Evangelion: 3.0 You Can (Not) Redo
Action, Comedy,cn,1978-10-05,7.3,hone;arts;fu,Drunken Master
Mystery, Science Fiction,en,1998-02-27,7.3,souls;struggles;memories,Dark City
Thriller, Drama, Romance,ko,2016-06-01,8.3,period;occupation;estate,The Handmaiden
Comedy,en,2015-12-25,6.2,children;radio;executive,Daddy's Home
Action,en,1993-08-20,6.3,search;missing;recreation,Hard Target
Fantasy, Thriller, Horror,en,2011-03-11,6.0,village;valerie's;arrival,Red Riding Hood
Drama, Comedy,en,2018-11-23,7.6,18th;early;churchill,The Favourite
Action, Comedy, Crime,en,2017-01-16,6.1,adventures;los;rounds,CHiPS
Family,en,2017-07-11,5.7,camp;boy;faces,Camp Cool Kids
Horror, Mystery, Fantasy,en,1994-10-13,6.4,langenkamp;elm;villain,New Nightmare
Action, Adventure, Comedy, Science Fiction, Western,en,1999-06-29,5.3,artemus;james;dr,Wild Wild West
Thriller, Drama, Adventure, Action, History,en,2015-11-20,6.7,vengeance;could;believe—a,In the Heart of the Sea
Drama, Romance,en,2008-11-12,7.7,wins;teen;cheating,Slumdog Millionaire
Drama, Crime, Mystery, Thriller,en,2021-05-14,6.1,agoraphobic;disturbing;act,The Woman in the Window
Animation, Science Fiction, Action, Drama,ja,2007-09-01,7.7,video;1.11;six,Evangelion: 1.0 You Are (Not) Alone
Action, Adventure, Thriller,en,1985-10-03,6.6,overcome;force;hours,Commando
Drama, History,en,1995-04-16,8.4,fathers;slavery;dreams,Joseph
Action, Thriller,en,2022-02-25,2.0,hardest;seasoned;proves,The Last Mark
Animation, Family, Adventure, Comedy,en,2006-09-29,6.1,elliot;bear;grizzly,Open Season
Animation, Family,en,2009-02-24,6.6,apartment;lavish;magical,Barbie Presents: Thumbelina
Crime, Comedy,en,2000-09-01,7.8,diamond;gangster;boxing,Snatch
Romance, Fantasy, Drama, Comedy,en,1993-02-11,7.6,day;punxsutawney;small,Groundhog Day
Animation, Family, Adventure, Comedy, Science Fiction,en,2020-11-17,6.8,bb-8;villains;coming,The Lego Star Wars Holiday Special
Adventure, Action, Thriller, Mystery,en,2004-11-19,6.6,independence;led;hunters,National Treasure
Drama, Crime,en,2007-11-02,7.6,drugs;states;partly,American Gangster
